FID,ID_ACCES,CODI_ACCES,NOM_ACCES,CODI_GRUP_ESTACIO,ID_ESTACIO,NOM_ESTACIO,ID_TIPUS_ACCESSIBILITAT,NOM_TIPUS_ACCESSIBILITAT,NUM_ASCENSORS,DATA,GEOMETRY
ACCESSOS.2591,2591,90902,Av. Verge de Montserrat / Les Moreres,6660909,909,Les Moreres,3,No accessible,0,2022-03-31,POINT (2.103480952220144 41.32920552447803)
ACCESSOS.2587,2587,91001,Carrer K / Carrer Transversal 6,6660910,910,Mercabarna,1,Accessible,1,2022-03-31,POINT (2.1119712773466173 41.33383224647838)
ACCESSOS.2585,2585,91101,Av. Parc Logístic / C. Número Un,6660911,911,Parc Logístic,1,Accessible,1,2022-03-31,POINT (2.127133907927153 41.34135302889588)
ACCESSOS.2586,2586,91102,Av. Parc Logístic / C. Número Vint-i-cinc,6660911,911,Parc Logístic,3,No accessible,0,2022-03-31,POINT (2.1281666270287083 41.341696680484176)
ACCESSOS.2584,2584,91201,Botànica + Accés NORD | EST,6660912,912,Fira,1,Accessible,1,2022-03-31,POINT (2.1308184384231095 41.3520791789687)
ACCESSOS.2882,2882,91202,Accés SUD,6660912,912,Fira,1,Accessible,0,2022-03-31,POINT (2.130161348948757 41.352410659580244)
ACCESSOS.2583,2583,91301,Fira Gran Via,6660913,913,Europa | Fira,1,Accessible,1,2022-03-31,POINT (2.125840722012314 41.35671425717415)
ACCESSOS.2582,2582,91311,Plaça Europa,6660913,913,Europa | Fira,1,Accessible,1,2022-03-31,POINT (2.124527021260951 41.35731058570792)
ACCESSOS.2581,2581,91401,Can Tries - Narcís de Monturiol,6660914,914,Can Tries | Gornal,1,Accessible,1,2022-03-31,POINT (2.118223705045705 41.36063591391114)
ACCESSOS.112,112,93201,Onze de Setembre,6660932,932,Onze de Setembre,1,Accessible,1,2022-03-31,POINT (2.1933008223741237 41.4298487175847)
ACCESSOS.101,101,93301,Sant Adrià,6660933,933,Bon Pastor,1,Accessible,1,2022-03-31,POINT (2.2047315457246794 41.4360531670311)
ACCESSOS.98,98,93401,Avinguda d'Amèrica,6660934,934,Llefià,1,Accessible,0,2022-03-31,POINT (2.2175212634603376 41.44130635647114)
ACCESSOS.99,99,93402,Avinguda d'Amèrica (mercat),6660934,934,Llefià,1,Accessible,1,2022-03-31,POINT (2.217083938187719 41.4421682430632)
ACCESSOS.100,100,93403,Ronda Sant Antoni,6660934,934,Llefià,1,Accessible,0,2022-03-31,POINT (2.2173197719249496 41.4411063365731)
ACCESSOS.94,94,93501,Marquès de Sant Mori,6660935,935,La Salut,3,No accessible,0,2022-03-31,POINT (2.2242297001806635 41.442642547069504)
ACCESSOS.95,95,93502,Quevedo,6660935,935,La Salut,3,No accessible,0,2022-03-31,POINT (2.2250436909847853 41.44270344254486)
ACCESSOS.96,96,93503,Juan Valera,6660935,935,La Salut,1,Accessible,1,2022-03-31,POINT (2.223806846674649 41.441486355830804)
ACCESSOS.97,97,93504,Austràlia,6660935,935,La Salut,3,No accessible,0,2022-03-31,POINT (2.223288453106502 41.44221872386628)
ACCESSOS.91,91,94001,Avinguda Santa Coloma,6660940,940,Can Peixauet,1,Accessible,1,2022-03-31,POINT (2.2096957703492026 41.44477958472988)
ACCESSOS.341,341,94002,Avinguda Banús Baixa,6660940,940,Can Peixauet,3,No accessible,0,2022-03-31,POINT (2.210025659335624 41.44421939674089)
ACCESSOS.340,340,94101,Banús Baixa,6660941,941,Santa Rosa,1,Accessible,0,2022-03-31,POINT (2.2155704659483986 41.44677923058486)
ACCESSOS.89,89,94301,Mossèn Camil Rossell,6660943,943,Església Major,1,Accessible,3,2022-03-31,POINT (2.2114418753858107 41.453885593522465)
ACCESSOS.88,88,94401,Passatge de Salvatella,6660944,944,Singuerlín,1,Accessible,1,2022-03-31,POINT (2.205592892706643 41.45960649692378)
ACCESSOS.87,87,94501,Francesc Macià,6660945,945,Can Zam,1,Accessible,1,2022-03-31,POINT (2.198281837713659 41.45756848155419)
ACCESSOS.3523,3523,95101,Carrer A / Carrer 5,6660951,951,ZAL | Riu Vell,1,Accessible,0,2022-03-31,POINT (2.133128278747189 41.32382923976563)
ACCESSOS.3524,3524,95102,Riu Llobregat,6660951,951,ZAL | Riu Vell,1,Accessible,0,2022-03-31,POINT (2.132990553917449 41.32360655294026)
ACCESSOS.3525,3525,95103,ZAL,6660951,951,ZAL | Riu Vell,1,Accessible,0,2022-03-31,POINT (2.133069173990653 41.32357794203119)
ACCESSOS.3216,3216,95201,Ecoparc,6660952,952,Ecoparc,1,Accessible,0,2022-03-31,POINT (2.13710059403922 41.33028804659413)
ACCESSOS.3217,3217,95202,Carrer A / Carrer 4,6660952,952,Ecoparc,1,Accessible,0,2022-03-31,POINT (2.1369594602071227 41.330057232323206)
ACCESSOS.3522,3522,95203,Carrer A (costat mar),6660952,952,Ecoparc,1,Accessible,0,2022-03-31,POINT (2.137043313198081 41.33002736085884)
ACCESSOS.3213,3213,95301,Carrer A / Carrer 25,6660953,953,Port Comercial | La Factoria,1,Accessible,0,2022-03-31,POINT (2.14068453363928 41.336111165843306)
ACCESSOS.3214,3214,95302,Carrer A / Carrer 27,6660953,953,Port Comercial | La Factoria,1,Accessible,0,2022-03-31,POINT (2.140546792545736 41.335884930290916)
ACCESSOS.3215,3215,95303,Carrer A (costat mar),6660953,953,Port Comercial | La Factoria,1,Accessible,0,2022-03-31,POINT (2.14062873841243 41.335856942627636)
ACCESSOS.3210,3210,95401,Carrer A / Carrer 1,6660954,954,Zona Franca,1,Accessible,0,2022-03-31,POINT (2.144978381649569 41.34311222877129)
ACCESSOS.3211,3211,95402,Carrer A / Carrer 2,6660954,954,Zona Franca,1,Accessible,0,2022-03-31,POINT (2.144832614303175 41.342872346526015)
ACCESSOS.3212,3212,95403,Carrer A (costat mar),6660954,954,Zona Franca,1,Accessible,0,2022-03-31,POINT (2.1449341946959053 41.34284331262662)
ACCESSOS.3205,3205,95601,Fira Gran Via (Pavellons 6·7·8),6660956,956,Foc,1,Accessible,1,2022-03-31,POINT (2.14209075541422 41.355655373429926)
ACCESSOS.3206,3206,95602,Foc (costat Montjuïc),6660956,956,Foc,1,Accessible,1,2022-03-31,POINT (2.142089981762316 41.35622090746167)
ACCESSOS.3203,3203,95701,Jardins dels Drets Humans,6660957,957,Foneria,1,Accessible,1,2022-03-31,POINT (2.1383677128471694 41.360606020902836)
ACCESSOS.3204,3204,95702,Mercat de la Marina,6660957,957,Foneria,1,Accessible,1,2022-03-31,POINT (2.13877309287938 41.360792023543844)
ACCESSOS.3209,3209,95801,Gran Via / Alhambra,6660958,958,Ciutat de la Justícia,1,Accessible,1,2022-03-31,POINT (2.1316721512688925 41.36237484309637)
ACCESSOS.3208,3208,95802,Ciutat de la Justícia,6660958,958,Ciutat de la Justícia,3,No accessible,0,2022-03-31,POINT (2.133027479850449 41.3634176705468)
ACCESSOS.3207,3207,95901,Aprestadora / Rosell,6660959,959,Provençana,1,Accessible,1,2022-03-31,POINT (2.1241191296572666 41.36160789642794)
ACCESSOS.213,213,113701,Aiguablava,6661137,1137,Casa de l'Aigua,1,Accessible,0,2022-03-31,POINT (2.1851754580532616 41.451261449770584)
ACCESSOS.215,215,113801,Avinguda Escolapi Càncer,6661138,1138,Torre Baró | Vallbona,1,Accessible,1,2022-03-31,POINT (2.1807068322278242 41.45929572838615)
ACCESSOS.214,214,113811,Sant Feliu de Codines,6661138,1138,Torre Baró | Vallbona,1,Accessible,1,2022-03-31,POINT (2.1792574126156485 41.45930587802702)
ACCESSOS.216,216,113901,Avinguda Rasos de Peguera,6661139,1139,Ciutat Meridiana,1,Accessible,1,2022-03-31,POINT (2.1746970655892848 41.46089542038299)
ACCESSOS.217,217,114001,Circumval·lació,6661140,1140,Can Cuiàs,1,Accessible,1,2022-03-31,POINT (2.1727425962893063 41.46267788387076)
ACCESSOS.218,218,114011,Les Fustes,6661140,1140,Can Cuiàs,1,Accessible,0,2022-03-31,POINT (2.173141755285573 41.46283124731911)
ACCESSOS.2258,2258,990201,Avinguda Miramar,6669902,9902,Parc de Montjuïc,1,Accessible,0,2022-03-31,POINT (2.163094465706356 41.36884517746519)
