FID,ID_ESTACIO_LINIA,CODI_ESTACIO_LINIA,ID_GRUP_ESTACIO,CODI_GRUP_ESTACIO,ID_ESTACIO,CODI_ESTACIO,NOM_ESTACIO,ORDRE_ESTACIO,ID_LINIA,CODI_LINIA,NOM_LINIA,ORDRE_LINIA,ID_TIPUS_SERVEI,DESC_SERVEI,ORIGEN_SERVEI,DESTI_SERVEI,ID_TIPUS_ACCESSIBILITAT,NOM_TIPUS_ACCESSIBILITAT,ID_TIPUS_ESTAT,NOM_TIPUS_ESTAT,DATA_INAUGURACIO,DATA,COLOR_LINIA,PICTO,PICTO_GRUP,GEOMETRY
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4477,329,10432,932,6660932,103,932,Onze de Setembre,2,11,104,L10N,13,1,La Sagrera - Gorg,La Sagrera,Gorg,1,Accessible,2,Planificat,2010-06-26,2022-03-31,00A6D6,L9NL10N,L9NL10N,POINT (2.193564024441589 41.429558827612226)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4478,330,10433,933,6660933,104,933,Bon Pastor,3,11,104,L10N,13,1,La Sagrera - Gorg,La Sagrera,Gorg,1,Accessible,2,Planificat,2010-04-18,2022-03-31,00A6D6,L9NL10N,L9NL10N,POINT (2.2052943593324428 41.43620276671675)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4479,41,10434,934,6660934,105,934,Llefià,4,11,104,L10N,13,1,La Sagrera - Gorg,La Sagrera,Gorg,1,Accessible,2,Planificat,2010-04-18,2022-03-31,00A6D6,L10N,L10N,POINT (2.216906383705608 41.441359580549786)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_447a,42,10435,935,6660935,106,935,La Salut,5,11,104,L10N,13,1,La Sagrera - Gorg,La Sagrera,Gorg,1,Accessible,2,Planificat,2010-04-18,2022-03-31,00A6D6,L10N,L10N,POINT (2.224737073931071 41.442817097125406)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_447b,43,10436,225,6660225,130,936,Gorg,6,11,104,L10N,13,1,La Sagrera - Gorg,La Sagrera,Gorg,1,Accessible,2,Planificat,2010-04-18,2022-03-31,00A6D6,L10N,L2L10N,POINT (2.2338915631575107 41.44044324369498)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_447c,501,1051,951,6660951,332,951,ZAL | Riu Vell,1,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2021-11-07,2022-03-31,00A6D6,L10S,L10S,POINT (2.1330954281444714 41.323705867524254)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_447d,502,1052,952,6660952,333,952,Ecoparc,2,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2021-11-07,2022-03-31,00A6D6,L10S,L10S,POINT (2.1370711814490084 41.33015871130138)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_447e,503,1053,953,6660953,334,953,Port Comercial | La Factoria,3,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2021-11-07,2022-03-31,00A6D6,L10S,L10S,POINT (2.1406572348295043 41.335983045353615)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_447f,504,1054,954,6660954,335,954,Zona Franca,4,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2020-02-01,2022-03-31,00A6D6,L10S,L10S,POINT (2.144964431606467 41.34297610170164)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4480,505,1056,956,6660956,337,956,Foc,5,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2018-09-08,2022-03-31,00A6D6,L10S,L10S,POINT (2.1418043174739214 41.35616086809139)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4481,506,1057,957,6660957,338,957,Foneria,6,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2018-09-08,2022-03-31,00A6D6,L10S,L10S,POINT (2.1382289088556874 41.3610992396304)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4482,507,1058,958,6660958,339,958,Ciutat de la Justícia,7,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2019-11-23,2022-03-31,00A6D6,L10S,L10S,POINT (2.1323149668540133 41.36313727354129)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4483,508,1059,959,6660959,340,959,Provençana,8,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2019-03-02,2022-03-31,00A6D6,L10S,L10S,POINT (2.124099793279222 41.36135378238542)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4484,509,1014,914,6660914,326,914,Can Tries | Gornal,9,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2016-02-13,2022-03-31,00A6D6,L9SL10S,L9SL10S,POINT (2.117992580878504 41.36089363267124)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4485,510,1015,117,6660117,328,915,Torrassa,10,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2016-02-13,2022-03-31,00A6D6,L9SL10S,L1L9SL10S,POINT (2.115756109944362 41.36822261856938)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4486,511,1016,515,6660515,329,916,Collblanc,11,13,101,L10S,14,1,ZAL | Riu Vell - Collblanc,ZAL | Riu Vell,Collblanc,1,Accessible,1,Operatiu,2016-02-13,2022-03-31,00A6D6,L9SL10S,L5L9SL10S,POINT (2.11839717448588 41.37605647512773)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4487,151,1136,339,6660339,65,1136,Trinitat Nova,1,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cuiàs,1,Accessible,1,Operatiu,2003-12-15,2022-03-31,89B94C,L11,L3L4L11,POINT (2.1823657384539725 41.4491997342822)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4488,146,1137,1137,6661137,60,1137,Casa de l'Aigua,2,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cuiàs,1,Accessible,1,Operatiu,2003-12-15,2022-03-31,89B94C,L11,L11,POINT (2.1848396459573656 41.451277844017426)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_4489,88,1138,1138,6661138,2,1138,Torre Baró | Vallbona,3,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cuiàs,1,Accessible,1,Operatiu,2003-12-15,2022-03-31,89B94C,L11,L11,POINT (2.1798835778205032 41.45919574810995)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_448a,203,1139,1139,6661139,126,1139,Ciutat Meridiana,4,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cuiàs,1,Accessible,1,Operatiu,2003-12-15,2022-03-31,89B94C,L11,L11,POINT (2.174649879224937 41.46080820561607)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_448b,87,1140,1140,6661140,1,1140,Can Cuiàs,5,7,11,L11,15,1,Trinitat Nova - Can Cuiàs,Trinitat Nova,Can Cuiàs,1,Accessible,1,Operatiu,2003-12-15,2022-03-31,89B94C,L11,L11,POINT (2.173059363097836 41.46241309910048)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_448c,97,9901,210,6660210,11,9901,Paral·lel,1,1,99,FM,16,1,Paral·lel - Parc de Montjuïc,Paral·lel,Parc de Montjuïc,1,Accessible,1,Operatiu,1928-10-24,2022-03-31,004C38,FM,L2L3FM,POINT (2.168853176999821 41.37384752700368)
ESTACIONS_LINIA.fid--64d2c1cd_17fdec435f4_448d,98,9902,9902,6669902,12,9902,Parc de Montjuïc,2,1,99,FM,16,1,Paral·lel - Parc de Montjuïc,Paral·lel,Parc de Montjuïc,1,Accessible,1,Operatiu,1928-10-24,2022-03-31,004C38,FM,FM,POINT (2.163268768163695 41.36895607486559)
